LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
2259,081110,001654,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000170_0/part-00170. blk_-1631193953778147038,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000170_0/part-00170. blk_-1631193953778147038']
2260,081110,001654,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_2972878709272830453 size 35178508,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.89.155:50010', 'blk_2972878709272830453', '35178508']"
2261,081110,001654,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.134:50010 is added to blk_2972878709272830453 size 35178508,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.90.134:50010', 'blk_2972878709272830453', '35178508']"
2262,081110,001654,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000053_0/part-00053. blk_-1632873723239286829,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000053_0/part-00053. blk_-1632873723239286829']
2263,081110,001654,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.179:50010 is added to blk_-5406514143927061672 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.39.179:50010', 'blk_-5406514143927061672', '67108864']"
2264,081110,001654,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.174:50010 is added to blk_-4370429823769476425 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.125.174:50010', 'blk_-4370429823769476425', '67108864']"
2265,081110,001654,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.245:50010 is added to blk_-8408674365885178033 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.199.245:50010', 'blk_-8408674365885178033', '67108864']"
2266,081110,001654,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000155_0/part-00155. blk_-4299949074279579026,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000155_0/part-00155. blk_-4299949074279579026']
2267,081110,001654,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_-8408674365885178033 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.67.4:50010', 'blk_-8408674365885178033', '67108864']"
2268,081110,001654,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-4370429823769476425 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.111.228:50010', 'blk_-4370429823769476425', '67108864']"
2269,081110,001654,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.193:50010 is added to blk_-5406514143927061672 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.125.193:50010', 'blk_-5406514143927061672', '67108864']"
2270,081110,001654,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.194:50010 is added to blk_2972878709272830453 size 35178508,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.11.194:50010', 'blk_2972878709272830453', '35178508']"
2271,081110,001654,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.180:50010 is added to blk_-8408674365885178033 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.31.180:50010', 'blk_-8408674365885178033', '67108864']"
2272,081110,001654,4547,INFO,dfs.DataNode$DataXceiver,Receiving block blk_547383468016828531 src: /10.251.107.98:44372 dest: /10.251.107.98:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_547383468016828531', '/10.251.107.98:44372', '/10.251.107.98:50010']"
2273,081110,001654,4719,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2972878709272830453 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_2972878709272830453 terminating']"
2274,081110,001654,4719,INFO,dfs.DataNode$PacketResponder,Received block blk_2972878709272830453 of size 35178508 from /10.250.11.194,e3df2680,Received block <*> of size <*> from <*>,"['blk_2972878709272830453', '35178508', '/10.250.11.194']"
2275,081110,001654,4724,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4299949074279579026 src: /10.251.39.179:48865 dest: /10.251.39.179:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-4299949074279579026', '/10.251.39.179:48865', '/10.251.39.179:50010']"
2276,081110,001654,4725,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-8408674365885178033 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-8408674365885178033 terminating']"
2277,081110,001654,4725,INFO,dfs.DataNode$PacketResponder,Received block blk_-8408674365885178033 of size 67108864 from /10.251.31.180,e3df2680,Received block <*> of size <*> from <*>,"['blk_-8408674365885178033', '67108864', '/10.251.31.180']"
2278,081110,001654,4730,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1632873723239286829 src: /10.251.31.180:39261 dest: /10.251.31.180:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-1632873723239286829', '/10.251.31.180:39261', '/10.251.31.180:50010']"
2279,081110,001654,4738,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-5406514143927061672 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-5406514143927061672 terminating']"
2280,081110,001654,4738,INFO,dfs.DataNode$PacketResponder,Received block blk_-5406514143927061672 of size 67108864 from /10.251.37.240,e3df2680,Received block <*> of size <*> from <*>,"['blk_-5406514143927061672', '67108864', '/10.251.37.240']"
2281,081110,001654,4749,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1631193953778147038 src: /10.251.111.228:45441 dest: /10.251.111.228:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-1631193953778147038', '/10.251.111.228:45441', '/10.251.111.228:50010']"
2282,081110,001654,4756,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_2972878709272830453 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_2972878709272830453 terminating']"
2283,081110,001654,4756,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-8408674365885178033 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-8408674365885178033 terminating']"
2284,081110,001654,4756,INFO,dfs.DataNode$PacketResponder,Received block blk_2972878709272830453 of size 35178508 from /10.251.90.134,e3df2680,Received block <*> of size <*> from <*>,"['blk_2972878709272830453', '35178508', '/10.251.90.134']"
2285,081110,001654,4756,INFO,dfs.DataNode$PacketResponder,Received block blk_-8408674365885178033 of size 67108864 from /10.251.67.4,e3df2680,Received block <*> of size <*> from <*>,"['blk_-8408674365885178033', '67108864', '/10.251.67.4']"
2286,081110,001654,4762,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5406514143927061672 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_-5406514143927061672 terminating']"
2287,081110,001654,4762,INFO,dfs.DataNode$PacketResponder,Received block blk_-5406514143927061672 of size 67108864 from /10.251.39.179,e3df2680,Received block <*> of size <*> from <*>,"['blk_-5406514143927061672', '67108864', '/10.251.39.179']"
2288,081110,001654,4803,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-4370429823769476425 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-4370429823769476425 terminating']"
2289,081110,001654,4803,INFO,dfs.DataNode$PacketResponder,Received block blk_-4370429823769476425 of size 67108864 from /10.250.10.6,e3df2680,Received block <*> of size <*> from <*>,"['blk_-4370429823769476425', '67108864', '/10.250.10.6']"
2290,081110,001654,4811,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-8408674365885178033 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_-8408674365885178033 terminating']"
2291,081110,001654,4811,INFO,dfs.DataNode$PacketResponder,Received block blk_-8408674365885178033 of size 67108864 from /10.251.31.180,e3df2680,Received block <*> of size <*> from <*>,"['blk_-8408674365885178033', '67108864', '/10.251.31.180']"
2292,081110,001654,4816,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3318753130963730943 src: /10.251.199.245:49776 dest: /10.251.199.245:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-3318753130963730943', '/10.251.199.245:49776', '/10.251.199.245:50010']"
2293,081110,001654,4861,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-4370429823769476425 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-4370429823769476425 terminating']"
2294,081110,001654,4861,INFO,dfs.DataNode$PacketResponder,Received block blk_-4370429823769476425 of size 67108864 from /10.251.111.228,e3df2680,Received block <*> of size <*> from <*>,"['blk_-4370429823769476425', '67108864', '/10.251.111.228']"
2295,081110,001654,4874,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1631193953778147038 src: /10.251.111.228:34415 dest: /10.251.111.228:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-1631193953778147038', '/10.251.111.228:34415', '/10.251.111.228:50010']"
2296,081110,001654,4876,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4370429823769476425 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_-4370429823769476425 terminating']"
2297,081110,001654,4876,INFO,dfs.DataNode$PacketResponder,Received block blk_-4370429823769476425 of size 67108864 from /10.251.111.228,e3df2680,Received block <*> of size <*> from <*>,"['blk_-4370429823769476425', '67108864', '/10.251.111.228']"
2298,081110,001654,4880,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1632873723239286829 src: /10.251.31.180:35613 dest: /10.251.31.180:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-1632873723239286829', '/10.251.31.180:35613', '/10.251.31.180:50010']"
2299,081110,001654,4900,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1631193953778147038 src: /10.250.14.143:38328 dest: /10.250.14.143:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-1631193953778147038', '/10.250.14.143:38328', '/10.250.14.143:50010']"
2300,081110,001654,4930,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_2972878709272830453 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_2972878709272830453 terminating']"
2301,081110,001654,4930,INFO,dfs.DataNode$PacketResponder,Received block blk_2972878709272830453 of size 35178508 from /10.250.11.194,e3df2680,Received block <*> of size <*> from <*>,"['blk_2972878709272830453', '35178508', '/10.250.11.194']"
2302,081110,001654,4934,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4299949074279579026 src: /10.251.122.79:55393 dest: /10.251.122.79:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-4299949074279579026', '/10.251.122.79:55393', '/10.251.122.79:50010']"
2303,081110,001654,4947,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1632873723239286829 src: /10.251.30.179:51751 dest: /10.251.30.179:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-1632873723239286829', '/10.251.30.179:51751', '/10.251.30.179:50010']"
2304,081110,001654,4970,INFO,dfs.DataNode$DataXceiver,Receiving block blk_547383468016828531 src: /10.251.109.209:57631 dest: /10.251.109.209:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_547383468016828531', '/10.251.109.209:57631', '/10.251.109.209:50010']"
2305,081110,001654,4974,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-5406514143927061672 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-5406514143927061672 terminating']"
2306,081110,001654,4974,INFO,dfs.DataNode$PacketResponder,Received block blk_-5406514143927061672 of size 67108864 from /10.251.39.179,e3df2680,Received block <*> of size <*> from <*>,"['blk_-5406514143927061672', '67108864', '/10.251.39.179']"
2307,081110,001654,4975,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4299949074279579026 src: /10.251.39.179:53159 dest: /10.251.39.179:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-4299949074279579026', '/10.251.39.179:53159', '/10.251.39.179:50010']"
2308,081110,001655,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_7602031726668913876,32777b38,Verification succeeded for <*>,['blk_7602031726668913876']
2309,081110,001655,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.193.224:50010 is added to blk_1210726123752707388 size 36085657,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.193.224:50010', 'blk_1210726123752707388', '36085657']"
2310,081110,001655,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.175:50010 is added to blk_-4494685824499696382 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.214.175:50010', 'blk_-4494685824499696382', '67108864']"
2311,081110,001655,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000282_0/part-00282. blk_4421761755347236545,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000282_0/part-00282. blk_4421761755347236545']
2312,081110,001655,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.211:50010 is added to blk_-2325352399126458651 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.70.211:50010', 'blk_-2325352399126458651', '67108864']"
2313,081110,001655,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000239_0/part-00239. blk_-6347669768463036405,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000239_0/part-00239. blk_-6347669768463036405']
2314,081110,001655,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.8:50010 is added to blk_7539441126393856237 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.26.8:50010', 'blk_7539441126393856237', '67108864']"
2315,081110,001655,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.194:50010 is added to blk_1210726123752707388 size 36085657,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.11.194:50010', 'blk_1210726123752707388', '36085657']"
2316,081110,001655,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.159:50010 is added to blk_-2325352399126458651 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.199.159:50010', 'blk_-2325352399126458651', '67108864']"
2317,081110,001655,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.13.188:50010 is added to blk_2557497401271013405 size 22262468,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.13.188:50010', 'blk_2557497401271013405', '22262468']"
2318,081110,001655,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.101:50010 is added to blk_-4494685824499696382 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.30.101:50010', 'blk_-4494685824499696382', '67108864']"
2319,081110,001655,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.37:50010 is added to blk_7539441126393856237 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.106.37:50010', 'blk_7539441126393856237', '67108864']"
2320,081110,001655,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.245:50010 is added to blk_2557497401271013405 size 22262468,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.194.245:50010', 'blk_2557497401271013405', '22262468']"
2321,081110,001655,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.228:50010 is added to blk_5052676664386745075 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.75.228:50010', 'blk_5052676664386745075', '67108864']"
2322,081110,001655,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.195.33:50010 is added to blk_-2325352399126458651 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.195.33:50010', 'blk_-2325352399126458651', '67108864']"
2323,081110,001655,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_2557497401271013405 size 22262468,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.7.244:50010', 'blk_2557497401271013405', '22262468']"
2324,081110,001655,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.196:50010 is added to blk_7539441126393856237 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.107.196:50010', 'blk_7539441126393856237', '67108864']"
2325,081110,001655,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.201.204:50010 is added to blk_1210726123752707388 size 36085657,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.201.204:50010', 'blk_1210726123752707388', '36085657']"
2326,081110,001655,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-4494685824499696382 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.107.19:50010', 'blk_-4494685824499696382', '67108864']"
2327,081110,001655,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000036_0/part-00036. blk_1325386183315271925,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000036_0/part-00036. blk_1325386183315271925']
2328,081110,001655,4436,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1325386183315271925 src: /10.251.215.50:51272 dest: /10.251.215.50:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_1325386183315271925', '/10.251.215.50:51272', '/10.251.215.50:50010']"
2329,081110,001655,4632,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2997474746744367764 src: /10.250.17.225:48602 dest: /10.250.17.225:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-2997474746744367764', '/10.250.17.225:48602', '/10.250.17.225:50010']"
2330,081110,001655,4686,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7539441126393856237 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_7539441126393856237 terminating']"
2331,081110,001655,4686,INFO,dfs.DataNode$PacketResponder,Received block blk_7539441126393856237 of size 67108864 from /10.251.106.37,e3df2680,Received block <*> of size <*> from <*>,"['blk_7539441126393856237', '67108864', '/10.251.106.37']"
2332,081110,001655,4691,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_7539441126393856237 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_7539441126393856237 terminating']"
2333,081110,001655,4691,INFO,dfs.DataNode$PacketResponder,Received block blk_7539441126393856237 of size 67108864 from /10.251.107.196,e3df2680,Received block <*> of size <*> from <*>,"['blk_7539441126393856237', '67108864', '/10.251.107.196']"
2334,081110,001655,4700,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4421761755347236545 src: /10.251.107.196:35449 dest: /10.251.107.196:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_4421761755347236545', '/10.251.107.196:35449', '/10.251.107.196:50010']"
2335,081110,001655,4701,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4421761755347236545 src: /10.251.214.18:56462 dest: /10.251.214.18:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_4421761755347236545', '/10.251.214.18:56462', '/10.251.214.18:50010']"
2336,081110,001655,4707,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_1210726123752707388 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_1210726123752707388 terminating']"
2337,081110,001655,4707,INFO,dfs.DataNode$PacketResponder,Received block blk_1210726123752707388 of size 36085657 from /10.251.193.224,e3df2680,Received block <*> of size <*> from <*>,"['blk_1210726123752707388', '36085657', '/10.251.193.224']"
2338,081110,001655,4708,INFO,dfs.DataNode$DataXceiver,Receiving block blk_4421761755347236545 src: /10.251.107.196:37400 dest: /10.251.107.196:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_4421761755347236545', '/10.251.107.196:37400', '/10.251.107.196:50010']"
2339,081110,001655,4735,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_2557497401271013405 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_2557497401271013405 terminating']"
2340,081110,001655,4735,INFO,dfs.DataNode$PacketResponder,Received block blk_2557497401271013405 of size 22262468 from /10.250.7.244,e3df2680,Received block <*> of size <*> from <*>,"['blk_2557497401271013405', '22262468', '/10.250.7.244']"
2341,081110,001655,4744,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1210726123752707388 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_1210726123752707388 terminating']"
2342,081110,001655,4744,INFO,dfs.DataNode$PacketResponder,Received block blk_1210726123752707388 of size 36085657 from /10.250.11.194,e3df2680,Received block <*> of size <*> from <*>,"['blk_1210726123752707388', '36085657', '/10.250.11.194']"
2343,081110,001655,4764,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_5052676664386745075 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_5052676664386745075 terminating']"
2344,081110,001655,4764,INFO,dfs.DataNode$PacketResponder,Received block blk_5052676664386745075 of size 67108864 from /10.250.17.225,e3df2680,Received block <*> of size <*> from <*>,"['blk_5052676664386745075', '67108864', '/10.250.17.225']"
2345,081110,001655,4794,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-2325352399126458651 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_-2325352399126458651 terminating']"
2346,081110,001655,4794,INFO,dfs.DataNode$PacketResponder,Received block blk_-2325352399126458651 of size 67108864 from /10.251.70.211,e3df2680,Received block <*> of size <*> from <*>,"['blk_-2325352399126458651', '67108864', '/10.251.70.211']"
2347,081110,001655,4798,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6347669768463036405 src: /10.251.107.19:48795 dest: /10.251.107.19:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-6347669768463036405', '/10.251.107.19:48795', '/10.251.107.19:50010']"
2348,081110,001655,4807,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_2557497401271013405 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_2557497401271013405 terminating']"
2349,081110,001655,4807,INFO,dfs.DataNode$PacketResponder,Received block blk_2557497401271013405 of size 22262468 from /10.250.13.188,e3df2680,Received block <*> of size <*> from <*>,"['blk_2557497401271013405', '22262468', '/10.250.13.188']"
2350,081110,001655,4817,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4494685824499696382 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_-4494685824499696382 terminating']"
2351,081110,001655,4817,INFO,dfs.DataNode$PacketResponder,Received block blk_-4494685824499696382 of size 67108864 from /10.251.107.19,e3df2680,Received block <*> of size <*> from <*>,"['blk_-4494685824499696382', '67108864', '/10.251.107.19']"
2352,081110,001655,4837,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_5052676664386745075 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_5052676664386745075 terminating']"
2353,081110,001655,4837,INFO,dfs.DataNode$PacketResponder,Received block blk_5052676664386745075 of size 67108864 from /10.251.74.227,e3df2680,Received block <*> of size <*> from <*>,"['blk_5052676664386745075', '67108864', '/10.251.74.227']"
2354,081110,001655,4857,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-2325352399126458651 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_-2325352399126458651 terminating']"
2355,081110,001655,4857,INFO,dfs.DataNode$PacketResponder,Received block blk_-2325352399126458651 of size 67108864 from /10.251.70.211,e3df2680,Received block <*> of size <*> from <*>,"['blk_-2325352399126458651', '67108864', '/10.251.70.211']"
2356,081110,001655,4860,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1325386183315271925 src: /10.251.70.211:53305 dest: /10.251.70.211:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_1325386183315271925', '/10.251.70.211:53305', '/10.251.70.211:50010']"
2357,081110,001655,4864,INFO,dfs.DataNode$PacketResponder,Received block blk_2557497401271013405 of size 22262468 from /10.250.13.188,e3df2680,Received block <*> of size <*> from <*>,"['blk_2557497401271013405', '22262468', '/10.250.13.188']"
2358,081110,001655,4873,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1325386183315271925 src: /10.251.70.211:47899 dest: /10.251.70.211:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_1325386183315271925', '/10.251.70.211:47899', '/10.251.70.211:50010']"
2359,081110,001655,4878,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_7539441126393856237 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_7539441126393856237 terminating']"
2360,081110,001655,4878,INFO,dfs.DataNode$PacketResponder,Received block blk_7539441126393856237 of size 67108864 from /10.251.107.196,e3df2680,Received block <*> of size <*> from <*>,"['blk_7539441126393856237', '67108864', '/10.251.107.196']"
